Question Text,Generated Query,Ground Truth Query,BLEU Score,Exact Match
List the associates of bands which have a label by Motown ?,SELECT DISTINCT ?uri WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Motown> ; a <http://dbpedia.org/ontology/RecordLabel> },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/recordLabel> <http://dbpedia.org/resource/Motown> . ?x <http://dbpedia.org/property/associatedActs> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Band>},0.237750635,0
Which party won the elections when Y.S. Rajasekhara Reddy was in power?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Election> ; <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Wind_power> },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/leader> <http://dbpedia.org/resource/Y._S._Rajasekhara_Reddy> . ?x <http://dbpedia.org/ontology/affiliation> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Election>},0.237750635,0
Name the children of the person who is the star of The Weathered Underground ?,SELECT DISTINCT ?uri WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Names> ; a <http://dbpedia.org/ontology/Person> },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Weathered_Underground> <http://dbpedia.org/ontology/starring> ?x . ?x <http://dbpedia.org/property/children> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person>},0.237750635,0
Food in which countries has shallot in it?,SELECT DISTINCT ?uri WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Countries> ; a <http://dbpedia.org/ontology/Country> },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/ingredient> <http://dbpedia.org/resource/Shallot> . ?x <http://dbpedia.org/ontology/country> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Food>},0.237750635,0
Name the airlines which have a hub in airport in SF?,SELECT DISTINCT ?uri WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Airlines> ; a <http://dbpedia.org/ontology/Airline> },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/cityServed> <http://dbpedia.org/resource/San_Francisco> . ?uri <http://dbpedia.org/property/hubs> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Airline>},0.237750635,0
List the universities from a country where Norwegian language is officially accepted.,SELECT DISTINCT ?uri WHERE { ?uri ?county_var <http://dbpedia.org/resource/Norway> ; <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Norwegian_language> },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/officialLanguage> <http://dbpedia.org/resource/Norwegian_language> . ?uri <http://dbpedia.org/ontology/country> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/University>},0.237750635,0
"Which companies makes cars assembled in Karachi, Pakistan?",SELECT DISTINCT ?uri WHERE { ?uri ?county_var <http://dbpedia.org/resource/Pakistan> ; <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Pakistan> },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/assembly> <http://dbpedia.org/resource/Karachi> . ?x <http://dbpedia.org/property/parentCompany> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Automobile>},0.237750635,0
In which countries does the sea lie on whose shore is the city of Cumana?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Country> ; <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Countries> },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/cities> <http://dbpedia.org/resource/Cumaná> . ?x <http://dbpedia.org/ontology/country> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Sea>},0.237750635,0
From which countries are the people from who are an academic authority of the Western pygmy blue species?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Country> ; <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Countries> },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Western_pygmy_blue> <http://dbpedia.org/ontology/binomialAuthority> ?x . ?x <http://dbpedia.org/ontology/citizenship> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person>},0.237750635,0
Which rivers start from the Provinces of Zambia?,SELECT DISTINCT ?uri WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Provinces_of_Zambia> ; ?county_var <http://dbpedia.org/resource/Zambia> },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/settlementType> <http://dbpedia.org/resource/Provinces_of_Zambia> . ?uri <http://dbpedia.org/ontology/sourceRegion> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/River>},0.237750635,0
"In which region is the rival school of Somerset, Massachusetts located?",SELECT DISTINCT ?uri WHERE { ?uri ?county_var <http://dbpedia.org/resource/Province_of_Massachusetts_Bay> ; <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Massachusetts> },"SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/rival> <http://dbpedia.org/resource/Somerset,_Massachusetts> . ?x <http://dbpedia.org/ontology/region> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/School>}",0.237750635,0
List presidents of the school whose one of the president is Charles. Prince of Wales ?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/School> ; ?county_var <http://dbpedia.org/resource/Principality_of_Wales> },"SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/president> <http://dbpedia.org/resource/Charles,_Prince_of_Wales> . ?x <http://dbpedia.org/property/president> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/School>}",0.237750635,0
Brian Moriarty designed video games written by whom?,SELECT DISTINCT ?uri WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Video_games> ; a <http://dbpedia.org/ontology/VideoGame> },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/designer> <http://dbpedia.org/resource/Brian_Moriarty> . ?x <http://dbpedia.org/property/writer> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/VideoGame>},0.237750635,0
"In which team was the person drafted who has studied at the Worcester college, Oxford?","SELECT DISTINCT ?uri WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Worcester_College,_Oxford> ; a <http://dbpedia.org/ontology/College> }","SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/almaMater> <http://dbpedia.org/resource/Worcester_College,_Oxford> . ?x <http://dbpedia.org/property/draftTeam> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person>}",0.237750635,0
Who fought in the battle at Tupelo Mississippi?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/MilitaryConflict> ; ?county_var <http://dbpedia.org/resource/Mississippi_in_the_American_Civil_War> },"SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/place> <http://dbpedia.org/resource/Tupelo,_Mississippi> . ?x <http://dbpedia.org/property/combatant> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MilitaryConflict>}",0.237750635,0
What are some other things developed by the company who made the remote desktop protocol?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Lemote> <http://dbpedia.org/ontology/product> ?uri },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/products> <http://dbpedia.org/resource/Remote_Desktop_Protocol> . ?x <http://dbpedia.org/ontology/product> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Company>},0.235843972,0
Who all have developed softwares for Unix Like OSes?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/History_of_Unix> <http://dbpedia.org/ontology/developer> ?uri },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/operatingSystem> <http://dbpedia.org/resource/Unix-like> . ?x <http://dbpedia.org/ontology/developer> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Software>},0.235843972,0
Who composed the episode after which came Butter's Very own Episode?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Episode_(film)> <http://dbpedia.org/ontology/musicComposer> ?uri },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/subsequentWork> <http://dbpedia.org/resource/Butters'_Very_Own_Episode> . ?x <http://dbpedia.org/ontology/musicComposer> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionEpisode>},0.235843972,0
Who are the scientists known for the Manhattan Project?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/knownFor> <http://dbpedia.org/resource/Manhattan_Project> ; a <http://dbpedia.org/ontology/Scientist> },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/knownFor> <http://dbpedia.org/resource/Manhattan_Project>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Scientist>},0.234623503,0
List the companies operating in Australia?,SELECT DISTINCT ?uri WHERE { ?uri ?county_var <http://dbpedia.org/resource/Australia> ; a <http://dbpedia.org/ontology/Company> },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/regionServed> <http://dbpedia.org/resource/Australia> },0.234623503,0
What rivers originate from Australian Alps?,SELECT DISTINCT ?uri WHERE { ?uri ?county_var <http://dbpedia.org/resource/Australia> ; a <http://dbpedia.org/ontology/River> },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/sourcePlace> <http://dbpedia.org/resource/Australian_Alps>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/River>},0.224169335,0
Name the country with currency as Aureus ?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Country> ; <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Names> },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/currency> <http://dbpedia.org/resource/Aureus>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Country>},0.224169335,0
Which american football team  has stadium as O.co Coliseum?,SELECT DISTINCT ?uri WHERE { ?uri ?county_var <http://dbpedia.org/resource/United_States> ; <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Football> },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/locationCity> <http://dbpedia.org/resource/O.co_Coliseum>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AmericanFootballTeam>},0.224169335,0
List few Swedish language movies ?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Language> ; <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Swedish_language> },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/language> <http://dbpedia.org/resource/Swedish_language>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>},0.224169335,0
"Which rivers have source origins asnorth western, Zambia ?",SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/River> ; ?county_var <http://dbpedia.org/resource/Zambia> },"SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/sourceRegion> <http://dbpedia.org/resource/North-Western_Province,_Zambia>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/River>}",0.224169335,0
"List the people residing in Wilton, Connecticut?",SELECT DISTINCT ?uri WHERE { ?uri ?county_var <http://dbpedia.org/resource/Connecticut_Colony> ; <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Connecticut> },"SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/residence> <http://dbpedia.org/resource/Wilton,_Connecticut> }",0.224169335,0
Raymond Johansen is the mayor of what city?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/City> ; ?county_var <http://dbpedia.org/resource/Cayor> },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/leaderName> <http://dbpedia.org/resource/Raymond_Johansen>  . },0.224169335,0
Which president of United States had vice president as John Adams?,SELECT DISTINCT ?uri WHERE { ?uri ?county_var <http://dbpedia.org/resource/United_States> ; <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Vice_presidents> },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/vicePresident> <http://dbpedia.org/resource/John_Adams>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/OfficeHolder>},0.224169335,0
List the software developed by Shawn Fanning ?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/product> <http://dbpedia.org/resource/Software> ; a <http://dbpedia.org/ontology/Software> },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/developer> <http://dbpedia.org/resource/Shawn_Fanning>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Software>},0.224169335,0
list some companies founded by Jim Harris.,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> ; <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Companies> },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/foundedBy> <http://dbpedia.org/resource/Jim_Harris_(entrepreneur)> },0.224169335,0
What awards have been given to race horses bred by Bert Michell?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Bert_S._Michell> <http://dbpedia.org/ontology/race> ?uri },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/trainer> <http://dbpedia.org/resource/Bert_S._Michell> . ?x <http://dbpedia.org/ontology/honours> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/RaceHorse>},0.223047457,0
Who built the stadium which was rented by Costa Rica national football team?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Costa_Rica_national_football_team> <http://dbpedia.org/ontology/stadium> ?uri },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/tenants> <http://dbpedia.org/resource/Costa_Rica_national_football_team> . ?x <http://dbpedia.org/ontology/builder> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Stadium>},0.223047457,0
What is the alma mater of the scientist  whose PhD advisor is Jean-Claude Latombe ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Jean-Claude_Latombe> <http://dbpedia.org/ontology/almaMater> ?uri },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/doctoralAdvisor> <http://dbpedia.org/resource/Jean-Claude_Latombe> . ?x <http://dbpedia.org/property/almaMater> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Scientist>},0.223047457,0
"Which parties have their members live in the PM House, Colombo?",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Federico_Colombo> <http://dbpedia.org/property/residence> ?uri },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/residence> <http://dbpedia.org/resource/Prime_Minister's_House_(Colombo)> . ?uri <http://dbpedia.org/ontology/leader> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/PoliticalParty>},0.223047457,0
Where did the conflict take place where Louis Briere de I'Isle was a commander?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Louis_Brière_de_l'Isle> <http://dbpedia.org/ontology/militaryCommand> ?uri },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/commander> <http://dbpedia.org/resource/Louis_Brière_de_l'Isle> . ?x <http://dbpedia.org/ontology/territory> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MilitaryConflict>},0.223047457,0
Which predecessor of Alexander Downer was deputy to Neil Brown ?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> ; <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Oahu> },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/predecessor> <http://dbpedia.org/resource/Alexander_Downer> . ?uri <http://dbpedia.org/property/deputy> <http://dbpedia.org/resource/Neil_Brown_(Australian_politician)>  . },0.215864044,0
Who has allegiance is Colony of Virginia and buried in Montpelier?,SELECT DISTINCT ?uri WHERE { ?uri ?county_var <http://dbpedia.org/resource/Colony_of_Natal> ; a <http://dbpedia.org/ontology/PoliticalParty> },"SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/allegiance> <http://dbpedia.org/resource/Colony_of_Virginia> . ?uri <http://dbpedia.org/property/restingplace> <http://dbpedia.org/resource/Montpelier_(Orange,_Virginia)>  . }",0.215864044,0
"Which kind of conventions are held in Rosemont, Illinois?",SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/FictionalCharacter> },"SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Rosemont,_Illinois> . ?x <http://dbpedia.org/property/genre> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Convention>}",0.21461525,0
Who wrote the album coming right before Dead Man's Chest's OST?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/ROMing> <http://dbpedia.org/ontology/writer> ?uri },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/nextAlbum> <http://dbpedia.org/resource/Pirates_of_the_Caribbean:_Dead_Man's_Chest_(soundtrack)> . ?x <http://dbpedia.org/property/writer> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Album>},0.21461525,0
